,Player,Overall Score,Potential Score,Market Value,Weekly Salary,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
376,Diego Zago,56,71,170000,1500,170,63,18,Right,60.0,53.0,52.833333333333336,55.333333333333336,63.0,50.125,11.4
377,Erik Björndahl,56,56,90000,1500,189,82,30,Right,52.0,16.0,40.833333333333336,32.0,57.0,49.875,9.6
378,Mirza Muratovic,56,68,160000,1500,175,75,20,Right,53.5,24.666666666666668,43.833333333333336,41.333333333333336,68.14285714285714,51.625,9.2
379,Tanner Beason,56,65,130000,1500,185,79,23,Left,29.5,59.0,41.666666666666664,36.0,61.0,30.375,9.4
380,Nicolás Solabarrieta,56,63,130000,1500,185,82,24,Right,57.0,11.333333333333334,39.666666666666664,34.0,63.857142857142854,47.875,8.8
381,Diego Ramírez,56,61,120000,2300,175,72,25,Right,58.0,36.666666666666664,48.833333333333336,54.666666666666664,59.57142857142857,44.625,11.4
382,Junior Moreno,56,69,160000,1500,184,73,20,Right,43.5,51.0,41.166666666666664,39.666666666666664,58.57142857142857,30.25,10.0
383,Bonsu Osei,56,70,190000,1500,168,66,20,Right,54.0,22.666666666666668,39.5,49.0,64.28571428571429,47.125,11.8
384,Giannis Sardelis,56,70,190000,1500,171,66,19,Right,59.0,35.0,47.166666666666664,51.0,58.42857142857143,49.75,9.4
385,Rodrigo Cerecedo,56,64,100000,1600,181,71,22,Right,14.0,17.0,30.333333333333332,35.333333333333336,44.857142857142854,14.25,54.8
386,Josh March,56,65,140000,3100,175,71,23,Right,48.0,16.333333333333332,41.333333333333336,33.666666666666664,62.857142857142854,48.625,10.8
387,Sam Bowen,56,73,190000,1500,178,76,19,Right,53.0,37.333333333333336,49.166666666666664,54.333333333333336,62.285714285714285,45.0,6.2
388,Oskar Dillon,56,63,120000,1500,191,81,21,Right,32.5,56.0,39.833333333333336,31.333333333333332,58.42857142857143,29.625,8.4
389,Daiki Hotta,56,60,90000,1500,183,75,25,Left,13.0,9.666666666666666,26.0,18.333333333333332,37.42857142857143,12.5,54.2
390,Ben Dempsey,56,69,170000,1600,179,72,20,Right,55.5,44.333333333333336,49.333333333333336,57.666666666666664,58.285714285714285,40.625,8.6
391,Seiji Kimura,56,71,170000,1500,186,80,19,Right,46.5,54.333333333333336,39.666666666666664,42.333333333333336,62.42857142857143,26.75,8.4
392,Ross MacIver,56,71,200000,1500,185,75,21,Right,54.0,25.0,42.833333333333336,49.666666666666664,62.857142857142854,51.875,10.2
393,Osman Can Cötür,56,70,170000,1500,178,74,18,Right,33.0,60.333333333333336,41.666666666666664,32.333333333333336,59.42857142857143,35.625,10.4
394,Sven Mijnans,56,71,190000,1500,180,72,20,Left,57.5,50.333333333333336,51.666666666666664,55.0,64.71428571428571,47.875,12.0
395,Aymen Boutoutaou,56,75,190000,1500,169,56,19,Right,64.0,34.333333333333336,43.5,46.0,63.57142857142857,47.125,9.2
396,Brend Leeflang,56,69,140000,1500,175,65,18,Right,53.5,56.666666666666664,53.833333333333336,53.666666666666664,55.285714285714285,38.125,12.0
397,Nahom Girmai Netabay,56,61,120000,1500,172,68,26,Right,56.0,43.666666666666664,50.333333333333336,53.0,63.57142857142857,41.0,10.8
398,Kélian Nsona,56,77,200000,1500,189,75,18,Right,61.0,24.333333333333332,39.5,45.0,59.57142857142857,46.875,10.6
399,Jacopo Pellegrini,56,70,190000,3100,180,70,19,Right,51.5,13.666666666666666,41.166666666666664,35.666666666666664,56.42857142857143,45.875,8.8
400,Hiran Ahmed,56,73,190000,1500,176,69,20,Right,55.5,35.0,46.666666666666664,55.666666666666664,65.42857142857143,43.875,11.4
401,Alex Negrea,56,66,130000,1500,175,70,21,Left,47.5,56.0,46.166666666666664,42.0,64.42857142857143,32.25,9.2
402,Faiz Mattoir,56,68,150000,1500,165,62,20,Right,57.5,21.0,44.0,45.666666666666664,58.57142857142857,56.875,9.2
403,Doru Dumitrescu,56,68,160000,1500,189,82,22,Left,53.5,53.333333333333336,52.166666666666664,53.666666666666664,64.85714285714286,47.625,12.0
404,Óscar Salomón,56,66,130000,1500,180,70,21,Right,42.5,57.666666666666664,44.0,43.666666666666664,59.285714285714285,37.875,11.2
405,Maximilian Beier,56,76,180000,1500,183,70,17,Right,48.5,20.0,45.833333333333336,39.0,50.857142857142854,52.5,8.2
406,Julio Herrera,56,63,130000,2000,173,65,21,Right,54.0,34.333333333333336,44.5,51.0,57.57142857142857,44.0,12.0
407,Ervin Montero,56,63,100000,1500,180,73,19,Right,52.0,50.333333333333336,48.166666666666664,41.333333333333336,54.42857142857143,32.75,10.4
408,Kristian Popovic,56,69,150000,1500,185,80,19,Right,52.0,55.666666666666664,53.666666666666664,53.0,62.57142857142857,43.875,11.6
409,Felipe Mesones,56,57,90000,2100,170,70,25,Left,45.0,50.0,45.333333333333336,54.666666666666664,62.857142857142854,37.125,8.6
410,José Guidino,56,60,100000,2100,182,71,24,Left,47.5,50.333333333333336,49.666666666666664,52.666666666666664,62.142857142857146,33.25,8.4
411,José Caicedo,56,64,130000,2200,183,78,21,Right,50.5,31.666666666666668,55.5,49.666666666666664,69.57142857142857,42.625,10.8
412,Murathan Sütçü,56,68,140000,1800,180,72,20,Left,52.5,59.333333333333336,47.833333333333336,40.0,58.57142857142857,34.75,11.0
413,Mace Goodridge,56,64,130000,3000,178,70,20,Right,60.5,46.333333333333336,49.166666666666664,57.666666666666664,58.57142857142857,47.625,11.6
414,Kameron Ledwidge,56,70,170000,2000,179,73,19,Left,51.5,56.0,49.333333333333336,49.0,63.714285714285715,31.75,9.6
415,Lukas Schleimer,56,71,190000,1500,180,73,20,Right,58.0,40.333333333333336,45.333333333333336,53.333333333333336,54.0,45.875,12.4
416,André Ribeiro,56,62,130000,2400,180,77,23,Right,53.5,16.333333333333332,45.0,38.666666666666664,60.714285714285715,50.25,11.4
417,Kusini Yengi,56,67,160000,1500,176,70,21,Right,57.0,18.0,42.166666666666664,45.333333333333336,65.57142857142857,45.125,10.4
418,Tom Schlitter,56,65,90000,1500,180,68,18,Right,18.0,11.333333333333334,23.5,23.333333333333332,34.0,15.875,56.2
419,Jacob Mensah,56,65,120000,2000,183,85,20,Right,40.0,52.333333333333336,47.5,41.0,59.57142857142857,36.25,11.8
420,Sagir Arce,56,73,180000,1500,170,77,18,Left,53.5,34.0,50.0,56.333333333333336,64.42857142857143,48.875,12.2
421,Răzvan Onea,56,66,130000,1500,170,65,22,Right,49.0,53.0,42.166666666666664,39.666666666666664,61.285714285714285,32.625,9.0
422,Jamie Hamilton,56,79,180000,1500,186,75,18,Right,32.0,55.333333333333336,43.166666666666664,27.666666666666668,60.142857142857146,31.875,7.4
423,Ali Al Salem,56,57,90000,3100,177,64,27,Left,50.5,53.666666666666664,49.833333333333336,50.666666666666664,64.71428571428571,27.75,10.2
424,Georges Mukumbilwa,56,69,150000,1500,180,73,20,Right,48.5,57.333333333333336,49.0,53.333333333333336,62.42857142857143,41.5,9.4
425,Davide Di Francesco,56,74,190000,1500,173,70,19,Right,60.0,15.0,41.666666666666664,42.0,61.57142857142857,39.875,10.2
426,Ege Özkayımoğlu,56,78,200000,1500,185,70,19,Right,53.5,26.0,47.0,36.0,55.0,52.25,8.8
427,Claudiu Borțoneanu,56,69,170000,1500,174,68,20,Right,56.0,35.0,46.0,53.666666666666664,58.0,42.875,8.0
428,Tommy Pawlson,56,75,190000,1500,182,75,19,Left,57.5,27.333333333333332,44.0,45.333333333333336,65.28571428571429,52.125,12.0
429,Brayan Moreno,56,66,140000,1500,175,65,21,Right,61.0,33.0,43.833333333333336,52.666666666666664,57.0,41.75,9.0
430,Khaled Al Blooshi,56,65,140000,2000,169,70,21,Right,58.5,32.666666666666664,46.5,52.666666666666664,59.57142857142857,41.875,11.0
431,Dimtry Zhuravlev,56,63,130000,1500,175,68,23,Right,56.0,34.333333333333336,51.333333333333336,51.0,61.0,40.125,10.2
432,Berkay Fındık,56,73,170000,1500,179,72,19,Left,30.0,63.0,41.833333333333336,35.666666666666664,57.285714285714285,35.375,9.8
433,Son Ho Jun,56,72,200000,1500,187,81,20,Right,57.0,19.0,44.333333333333336,40.0,58.42857142857143,50.0,10.8
434,Benjamin Carrigan,56,65,130000,1500,183,75,22,Right,39.5,55.333333333333336,41.833333333333336,46.0,58.42857142857143,22.875,10.0
435,Brandon Lauton,56,68,150000,1500,178,66,20,Right,70.5,47.0,46.5,56.666666666666664,62.42857142857143,29.875,8.8
436,Łukasz Soszyński,56,68,150000,1500,179,69,22,Right,50.5,55.666666666666664,45.0,53.0,60.57142857142857,37.125,13.8
437,Melker Nilsson,56,70,180000,1500,183,65,20,Right,52.0,54.0,45.666666666666664,45.333333333333336,61.857142857142854,37.625,8.8
438,Nicolás Silva,56,63,130000,1500,170,68,21,Right,54.5,20.666666666666668,43.666666666666664,36.333333333333336,60.714285714285715,49.625,9.6
439,Connor van den Berg,56,68,120000,1500,185,74,19,Right,8.0,10.666666666666666,21.833333333333332,17.666666666666668,31.0,13.875,56.2
440,Florian Ferk,56,65,130000,2200,184,73,21,Right,31.0,57.333333333333336,46.833333333333336,40.0,60.42857142857143,32.5,10.2
441,Max Winter,56,64,120000,2300,175,70,19,Right,59.5,57.666666666666664,50.5,53.666666666666664,54.714285714285715,44.125,10.6
442,Jan Ras,56,67,150000,1500,178,70,21,Right,58.5,53.333333333333336,48.833333333333336,58.0,59.285714285714285,48.5,9.8
443,Nikita Dorofeev,56,64,130000,2000,180,70,22,Right,56.0,48.0,53.0,55.333333333333336,58.57142857142857,49.5,11.4
444,Maciej Rosołek,56,75,180000,1500,183,77,19,Right,54.5,14.333333333333334,41.5,38.0,64.28571428571429,47.75,9.0
445,Jesús Garza,56,71,190000,5300,165,62,20,Right,55.5,36.0,44.166666666666664,54.666666666666664,62.285714285714285,49.0,11.0
446,Moises González,56,68,140000,1500,179,65,19,Right,46.5,57.0,43.5,46.0,60.714285714285715,30.375,9.0
447,Alexandru Popescu,56,66,150000,1500,182,73,22,Right,56.5,30.333333333333332,47.5,44.666666666666664,66.71428571428571,49.625,9.2
448,Alexandru Voda,56,68,160000,1500,176,72,22,Right,59.0,22.333333333333332,39.166666666666664,50.333333333333336,64.0,42.875,9.8
449,Lorenzo Ruggiero,56,76,160000,1500,185,80,19,Right,11.0,11.333333333333334,22.833333333333332,15.666666666666666,37.0,14.625,56.4
450,Salis Abdul Samed,56,66,130000,1500,180,61,20,Right,57.5,55.0,47.0,52.0,59.57142857142857,43.125,10.2
451,Abel Aguirre,56,65,140000,1900,181,67,23,Right,54.5,50.666666666666664,49.833333333333336,57.333333333333336,52.57142857142857,44.75,9.4
452,Betim Fazliji,56,69,160000,1600,186,79,21,Right,50.0,53.0,49.333333333333336,53.0,57.714285714285715,38.25,12.4
453,Flavius Daniliuc,56,76,170000,1500,186,76,19,Right,35.5,57.666666666666664,40.166666666666664,32.0,54.285714285714285,31.25,9.0
454,Daylam Meddah,56,76,180000,1500,187,80,17,Right,62.5,49.666666666666664,49.5,55.666666666666664,64.57142857142857,45.25,11.4
455,Cristian Pizarro,56,68,140000,1500,168,67,19,Right,56.5,54.666666666666664,50.166666666666664,50.666666666666664,65.71428571428571,41.125,7.6
456,Joep Munsters,56,69,140000,1500,187,73,18,Left,54.5,56.666666666666664,47.833333333333336,50.0,58.42857142857143,46.0,10.2
457,Andre Hasanally,56,76,180000,1500,165,60,18,Right,55.0,31.666666666666668,48.0,44.666666666666664,66.71428571428571,44.375,9.4
458,Cendrim Kameraj,56,70,180000,1500,180,77,21,Right,58.5,53.333333333333336,45.333333333333336,43.333333333333336,66.0,36.125,8.0
459,Teodor Axinte,56,68,130000,1500,188,83,20,Right,9.5,9.666666666666666,20.333333333333332,20.333333333333332,27.142857142857142,14.0,56.2
460,Edward Morillo,56,61,120000,2600,175,75,26,Right,51.0,15.0,41.333333333333336,37.0,70.42857142857143,48.5,9.4
461,Fuchi Honda,56,71,180000,1500,170,64,19,Left,59.0,41.0,51.333333333333336,54.666666666666664,62.142857142857146,43.625,9.2
462,Ionuț Pop,56,65,110000,1500,190,80,23,Right,10.0,13.333333333333334,23.833333333333332,16.666666666666668,36.714285714285715,14.625,56.4
463,Madanapal Chada,56,56,,,178,77,28,Right,60.5,32.666666666666664,52.0,48.666666666666664,64.28571428571429,46.25,9.6
464,Anudaan Sanghu,56,59,,,168,62,20,Right,56.0,27.666666666666668,45.166666666666664,48.0,69.42857142857143,47.5,11.2
465,Antonio Castillo,56,65,130000,1500,180,77,21,Left,52.5,58.0,51.833333333333336,38.333333333333336,64.42857142857143,36.0,12.4
466,Dominik Klann,56,65,130000,1500,178,72,21,Right,46.0,53.666666666666664,50.666666666666664,49.333333333333336,62.714285714285715,37.0,10.6
467,Cem Sabanci,56,68,160000,1500,183,75,20,Right,53.0,17.666666666666668,37.5,30.666666666666668,58.0,48.75,11.6
468,Amel Mujanic,56,70,180000,1500,180,74,19,Right,58.5,42.333333333333336,47.166666666666664,54.666666666666664,62.142857142857146,42.625,8.8
469,Liam McGing,56,65,130000,1500,179,78,21,Left,28.5,55.333333333333336,43.833333333333336,38.333333333333336,60.142857142857146,29.5,10.0
470,Carl Gustafsson,56,69,170000,1500,182,77,20,Right,56.0,40.0,50.0,56.333333333333336,57.0,43.125,9.6
471,Eric Asomani,56,67,150000,1500,170,65,20,Right,56.0,17.333333333333332,38.5,34.333333333333336,58.42857142857143,49.375,9.0
472,Wataru Tanaka,56,70,180000,1500,169,59,19,Left,55.5,44.333333333333336,51.166666666666664,53.0,56.42857142857143,41.125,10.0
473,Hayato Teruyama,56,70,170000,1500,182,70,20,Right,52.0,55.333333333333336,50.833333333333336,55.0,58.0,35.0,9.0
474,Guille Amor,56,72,180000,1500,179,69,19,Right,60.5,45.333333333333336,50.166666666666664,55.333333333333336,56.285714285714285,50.125,10.2
475,Ross Tierney,56,72,190000,1500,174,65,19,Right,59.0,23.0,44.333333333333336,46.666666666666664,61.714285714285715,49.75,9.4
476,Johannes Kraus,56,66,130000,1500,190,83,21,Left,31.5,52.666666666666664,39.666666666666664,50.666666666666664,58.42857142857143,35.0,8.8
477,Niklas Jahn,56,68,150000,1500,176,70,19,Left,58.0,17.666666666666668,41.166666666666664,40.0,62.42857142857143,49.625,12.0
478,Julian Albrecht,56,73,170000,1500,182,78,19,Right,61.0,53.333333333333336,52.166666666666664,57.333333333333336,56.0,51.125,9.8
479,Sean Robertson,56,73,190000,2600,175,68,19,Right,52.5,30.0,41.333333333333336,50.666666666666664,63.285714285714285,48.125,9.8
480,Simon Beccari,56,65,110000,1500,189,80,21,Right,15.0,10.333333333333334,24.166666666666668,20.666666666666668,43.57142857142857,13.375,54.4
481,Mustapha Fofana,56,76,190000,1500,185,65,19,Right,55.0,12.0,41.5,37.333333333333336,64.0,46.125,9.2
482,Kim Ju Sung,56,76,170000,1500,186,76,19,Left,43.0,56.666666666666664,41.0,38.666666666666664,60.142857142857146,31.0,11.2
483,Michał Trąbka,56,65,140000,1500,173,67,23,Right,55.5,31.0,43.166666666666664,50.0,60.142857142857146,51.375,9.8
484,Adrian Ioniță,56,69,150000,1500,178,61,20,Left,49.5,50.666666666666664,47.833333333333336,51.666666666666664,70.57142857142857,28.5,9.2
485,Cosmin Atanase,56,73,190000,1500,179,70,19,Right,56.5,30.666666666666668,48.5,48.333333333333336,62.42857142857143,44.125,12.4
486,Tomás Ahumada,56,65,100000,1500,181,74,19,Right,27.0,15.333333333333334,27.0,32.666666666666664,41.285714285714285,23.0,57.4
487,Caolán Boyd-Munce,56,68,150000,1500,180,69,20,Left,50.5,45.666666666666664,50.833333333333336,53.666666666666664,62.57142857142857,48.0,13.0
488,Brandon Onkony,56,66,130000,1500,189,84,22,Right,47.0,50.666666666666664,46.333333333333336,43.666666666666664,66.0,33.125,9.4
489,Kim Min Duk,56,65,130000,1500,183,78,24,Right,41.5,56.0,43.333333333333336,36.0,63.0,29.875,9.2
490,George Baker,56,70,190000,1500,178,69,19,Right,54.5,29.333333333333332,42.333333333333336,52.0,63.714285714285715,43.75,9.4
491,Bao Yaxiong,56,65,110000,1500,192,81,23,Right,10.5,14.333333333333334,26.833333333333332,18.666666666666668,34.42857142857143,13.125,54.6
492,David Quintero,56,66,110000,1500,190,86,22,Right,14.5,9.333333333333334,25.5,23.0,35.142857142857146,15.125,56.0
493,Juan Marin,56,63,130000,1500,177,65,22,Right,57.0,48.333333333333336,49.0,55.333333333333336,61.0,44.75,7.8
494,Jhon Labastidas,56,65,140000,1500,173,67,22,Right,58.0,45.0,50.166666666666664,54.0,56.142857142857146,42.0,10.4
495,Marcel Lavinier,56,70,170000,3300,182,70,19,Right,49.0,57.666666666666664,49.166666666666664,46.333333333333336,59.285714285714285,40.625,9.4
496,Ovidiu Perianu,56,75,170000,1500,177,67,18,Right,49.5,55.333333333333336,49.666666666666664,52.666666666666664,63.57142857142857,47.625,10.2
497,Dragoș Gheorghe,56,69,170000,1500,160,57,21,Left,57.5,41.0,51.0,54.666666666666664,60.714285714285715,46.375,9.6
498,Alexandru Zaharia,56,72,190000,1500,178,71,20,Right,51.0,18.333333333333332,39.333333333333336,33.333333333333336,64.42857142857143,46.125,9.8
499,Kim So Woong,56,68,160000,1500,180,65,21,Right,53.0,18.333333333333332,44.333333333333336,28.666666666666668,62.285714285714285,47.0,10.6
500,Jamie Semple,56,78,210000,1500,183,78,19,Right,51.5,22.0,40.833333333333336,45.0,61.714285714285715,51.625,11.8
501,Sebastian Jarl,56,70,190000,1500,186,70,20,Right,55.0,55.0,55.0,54.333333333333336,60.714285714285715,37.875,10.4
502,Hussain Al Hajouj,56,65,140000,4900,173,70,23,Left,58.5,28.333333333333332,45.166666666666664,49.333333333333336,61.714285714285715,46.875,11.0
503,Alexandru Piftor,56,68,160000,1500,174,71,21,Right,55.5,38.666666666666664,51.0,53.666666666666664,65.71428571428571,38.125,11.0
504,Arno Valkenaers,56,70,160000,1500,186,75,19,Right,14.0,9.666666666666666,21.833333333333332,16.0,30.285714285714285,14.5,55.8
505,Ionuț Șerban,56,63,120000,1500,178,73,25,Right,50.5,53.0,49.333333333333336,52.333333333333336,60.0,36.0,11.8
506,André Alsanati,56,71,190000,1500,164,60,20,Left,58.5,22.333333333333332,45.333333333333336,54.666666666666664,63.714285714285715,43.875,9.4
507,Kim Seung Woo,56,61,110000,1500,185,75,24,Right,36.0,53.333333333333336,48.0,27.0,56.857142857142854,29.625,7.4
508,Daniel Miljanović,56,68,150000,1500,178,75,19,Right,55.5,23.666666666666668,44.333333333333336,56.666666666666664,55.714285714285715,45.0,7.6
509,Aboubacar Konté,56,75,190000,1500,175,62,19,Right,59.0,30.666666666666668,39.833333333333336,48.666666666666664,65.0,41.0,11.6
510,Armando Dobra,56,75,190000,1500,174,70,19,Right,57.5,39.666666666666664,49.5,49.333333333333336,64.0,42.75,13.4
511,Cho Gue Sung,56,67,160000,1600,188,77,22,Right,47.5,17.666666666666668,51.333333333333336,30.333333333333332,67.85714285714286,45.625,9.6
512,Tommy McCabe,56,69,160000,1500,178,77,22,Right,55.5,51.333333333333336,50.333333333333336,56.0,63.57142857142857,44.125,9.8
513,Yílmar Velásquez,56,73,190000,1500,184,83,21,Right,57.0,35.0,47.666666666666664,50.666666666666664,60.857142857142854,45.0,10.8
514,Li Jinqing,56,64,130000,1900,180,73,23,Left,56.5,51.666666666666664,53.833333333333336,54.666666666666664,64.57142857142857,51.25,11.0
515,Corrie Ndaba,56,73,180000,1500,186,78,20,Left,49.0,53.0,43.0,43.666666666666664,63.0,31.25,13.8
516,Dimitrios Ioannidis,56,72,190000,1500,180,71,20,Right,62.5,50.333333333333336,49.333333333333336,59.333333333333336,60.285714285714285,49.625,9.2
517,Esteban Petignat,56,76,180000,1700,177,70,20,Right,50.5,53.666666666666664,49.833333333333336,51.666666666666664,61.285714285714285,39.25,10.6
518,Martín Lara,56,73,190000,1500,168,66,19,Right,52.0,49.333333333333336,52.666666666666664,57.666666666666664,60.142857142857146,48.25,7.2
519,Brayan Palmezano,56,73,190000,1500,163,62,19,Left,56.5,33.0,46.666666666666664,48.0,62.285714285714285,43.5,11.6
520,Wu Shaocong,56,69,170000,1500,192,80,20,Left,56.0,56.0,51.0,57.666666666666664,62.57142857142857,50.5,9.4
521,Moritz Römling,56,71,170000,1500,186,76,19,Left,51.0,53.0,47.166666666666664,45.333333333333336,64.14285714285714,33.625,9.2
522,Nasser Al Dajani,56,65,140000,4900,171,67,23,Right,55.5,41.333333333333336,45.833333333333336,53.0,61.42857142857143,43.625,11.2
523,Luo Yi,56,56,60000,2000,175,64,33,Right,54.5,52.666666666666664,54.166666666666664,55.666666666666664,59.142857142857146,46.0,10.4
524,Nie Aoshuang,56,61,120000,1900,180,70,25,Right,56.5,48.666666666666664,53.666666666666664,54.333333333333336,60.42857142857143,42.25,8.6
525,Ruyeri Blanco,56,66,150000,1500,180,75,21,Right,43.0,52.333333333333336,47.833333333333336,39.666666666666664,64.14285714285714,41.75,7.2
526,Kaisei Ishii,56,70,200000,1500,174,65,20,Right,57.0,18.666666666666668,44.833333333333336,43.333333333333336,60.857142857142854,50.375,9.2
527,Alfred Scriven,56,63,130000,1500,187,83,22,Right,52.0,17.0,44.166666666666664,35.0,64.0,43.625,9.2
528,Wilfried Bedfian,56,74,150000,1500,188,87,19,Right,15.5,8.0,27.5,21.333333333333332,37.714285714285715,13.25,55.6
529,Conor Kearns,56,68,130000,1500,188,76,22,Right,16.0,11.0,31.666666666666668,28.333333333333332,37.57142857142857,14.75,55.8
530,Miguel Ospino,56,66,110000,1500,180,79,24,Right,11.0,11.0,22.333333333333332,21.0,36.714285714285715,14.375,55.2
531,Declan Drysdale,56,69,160000,1500,185,69,20,Right,33.5,53.666666666666664,48.0,39.333333333333336,63.57142857142857,33.25,10.4
532,Jacob Ramsey,56,76,190000,2700,180,70,19,Right,58.5,45.333333333333336,50.666666666666664,51.666666666666664,60.0,43.25,9.8
533,Jonas Brauti,56,69,140000,1500,190,76,21,Right,12.5,11.0,21.0,21.0,35.57142857142857,14.25,56.0
534,Naif Almas,56,69,160000,2700,180,75,20,Right,33.0,53.333333333333336,42.833333333333336,31.0,63.0,29.875,12.8
535,Tajon Buchanan,56,70,200000,1500,183,69,21,Right,59.0,16.666666666666668,45.166666666666664,42.0,69.14285714285714,47.125,8.8
536,Kalle Björklund,56,70,190000,1500,190,80,21,Right,49.0,54.333333333333336,42.166666666666664,44.333333333333336,60.714285714285715,30.875,9.4
537,Mathieu Cordier,56,68,150000,1500,176,70,21,Left,49.0,55.0,45.833333333333336,52.0,63.142857142857146,36.0,8.8
538,Ángel Alonzo,56,73,160000,1500,185,72,20,Right,9.0,10.333333333333334,25.833333333333332,16.333333333333332,43.0,14.125,55.8
539,Emil Holm,56,67,140000,1500,191,83,20,Right,53.0,54.0,51.0,51.666666666666664,61.857142857142854,35.375,8.8
540,Rob Howard,56,70,180000,1500,180,76,20,Right,52.0,54.0,50.166666666666664,47.333333333333336,68.14285714285714,35.125,8.2
541,Ali Youssef,56,67,140000,1500,182,74,20,Right,63.0,37.666666666666664,49.333333333333336,51.333333333333336,61.285714285714285,42.75,9.8
542,Dominic Revan,56,73,170000,2000,192,81,19,Left,45.5,54.333333333333336,41.833333333333336,41.0,59.142857142857146,30.375,10.2
543,Alexander Bolaños,56,71,190000,1800,178,68,20,Right,56.5,29.333333333333332,47.833333333333336,53.0,69.71428571428571,45.875,11.4
544,Dong Min Goh,56,66,120000,1500,190,78,21,Right,13.0,9.666666666666666,24.333333333333332,17.333333333333332,39.0,13.375,55.4
545,Jonas Scholz,56,67,140000,1500,189,85,21,Left,38.5,52.0,41.666666666666664,46.0,55.0,33.125,9.2
546,Tomás Clavijo,56,70,180000,1500,170,69,21,Left,56.0,55.333333333333336,48.5,40.333333333333336,63.714285714285715,30.125,10.8
547,Jorge García,56,75,170000,1500,173,68,18,Right,60.5,53.333333333333336,49.5,54.0,67.71428571428571,54.75,10.8
548,Tom Renaud,56,76,180000,1500,175,65,19,Right,54.5,56.0,50.333333333333336,51.333333333333336,59.857142857142854,40.125,7.6
549,Théo Vermot,56,65,110000,2800,190,75,23,Right,10.0,10.333333333333334,22.333333333333332,22.0,28.571428571428573,14.75,58.0
550,Benjamín Rivera,56,66,130000,1500,184,84,20,Right,47.5,52.0,47.5,50.0,55.714285714285715,37.0,7.0
551,Joshua Cavallo,56,69,170000,1500,170,62,20,Left,56.5,52.666666666666664,56.833333333333336,53.333333333333336,63.285714285714285,39.0,12.4
552,Saikou Janneh,56,71,200000,4200,184,69,20,Right,57.5,17.0,40.166666666666664,37.666666666666664,61.57142857142857,50.375,11.4
553,Piotr Samiec-Talar,56,74,180000,1500,185,78,18,Left,56.0,25.333333333333332,46.833333333333336,36.666666666666664,65.0,45.875,11.8
554,Jin Hiratsuka,56,66,150000,1500,181,78,21,Left,52.5,15.333333333333334,40.0,41.333333333333336,60.0,49.75,9.6
555,Hussain Salem,56,67,140000,2900,174,68,22,Left,54.0,53.666666666666664,47.666666666666664,51.666666666666664,62.857142857142854,30.875,7.8
556,Michael Steinwender,56,70,180000,1500,190,76,20,Right,31.5,53.666666666666664,43.166666666666664,39.666666666666664,58.285714285714285,35.875,10.0
557,Helmer Andersson,56,71,170000,1500,190,76,19,Right,29.5,56.666666666666664,39.5,28.666666666666668,53.142857142857146,30.375,9.0
558,Tian Xin,56,67,150000,1600,178,69,22,Right,54.5,31.666666666666668,49.166666666666664,47.0,62.285714285714285,42.125,10.6
559,Thomas Roberts,56,75,190000,1500,181,68,19,Left,56.5,40.666666666666664,48.0,51.333333333333336,60.142857142857146,42.875,9.2
560,Henrik Bellman,56,64,130000,1500,170,65,21,Right,53.0,31.666666666666668,52.5,49.666666666666664,69.14285714285714,40.0,10.4
561,Jayden Mitchell-Lawson,56,72,190000,2500,168,60,20,Right,61.0,38.333333333333336,48.333333333333336,49.666666666666664,63.57142857142857,45.5,10.4
562,Taylor Perry,56,76,180000,1500,180,72,19,Right,56.5,48.0,54.333333333333336,53.0,63.714285714285715,49.875,10.8
563,Osaze Urhoghide,56,72,170000,1500,184,70,20,Right,43.0,55.333333333333336,41.666666666666664,45.0,59.142857142857146,30.875,8.6
564,Abdul-Halik Hudu,56,69,170000,1500,170,60,20,Right,59.0,44.0,49.833333333333336,53.0,65.0,43.375,11.6
565,Egy Maulana Vikri,56,70,190000,1500,168,65,20,Left,55.0,39.333333333333336,44.5,56.333333333333336,53.0,43.125,11.0
566,Hakim Guenouche,56,73,180000,1500,168,62,20,Left,58.0,52.0,45.666666666666664,43.666666666666664,71.85714285714286,34.5,11.4
567,Carlos Mendes Gomes,56,69,170000,1500,178,66,21,Right,58.5,30.333333333333332,40.666666666666664,48.0,65.71428571428571,43.875,9.4
568,Jordi Govea,56,70,180000,2900,175,70,21,Left,56.0,53.666666666666664,47.833333333333336,43.666666666666664,65.42857142857143,31.625,7.8
569,Tom Scully,56,71,190000,3800,183,74,20,Right,60.0,52.0,47.833333333333336,58.333333333333336,57.142857142857146,47.0,11.0
570,Andre Burley,56,73,180000,1700,180,72,20,Right,45.5,57.0,42.833333333333336,39.0,60.714285714285715,25.375,10.2
571,Jonas Meiser,56,65,140000,1500,178,66,21,Right,63.5,16.666666666666668,43.0,47.666666666666664,62.714285714285715,47.625,9.8
572,Leon Bürger,56,70,190000,1500,181,71,20,Right,62.5,55.0,51.0,54.666666666666664,62.285714285714285,45.25,9.8
573,Kenan Fatkić,56,65,130000,1600,186,75,23,Left,58.0,50.333333333333336,50.0,59.333333333333336,59.42857142857143,45.75,7.4
574,Tyrone O'Neill,56,72,200000,3400,185,70,20,Right,48.0,16.333333333333332,41.833333333333336,33.333333333333336,59.0,50.0,9.6
