,Player,Overall Score,Potential Score,Market Value,Weekly Salary,Height,Weight,Age,Preferred Foot,Ball Skills,Defence,Mental,Passing,Physical,Shooting,Goalkeeping
2761,Hwang Hyun Soo,67,71,900000,2600,183,80,25,Right,39.5,63.666666666666664,51.166666666666664,33.666666666666664,63.714285714285715,47.5,10.6
2762,Leonel López,67,71,975000,7700,175,71,26,Right,64.5,63.0,65.0,66.66666666666667,67.28571428571429,50.5,13.0
2763,Grejohn Kyei,67,74,1100000,4600,187,84,25,Right,66.0,20.333333333333332,51.333333333333336,48.333333333333336,69.28571428571429,58.875,9.8
2764,Denis Rodríguez,67,74,1100000,5500,171,67,24,Right,68.5,55.333333333333336,62.5,67.0,65.85714285714286,57.125,10.4
2765,Ernest Ohemeng,67,72,1000000,3100,172,65,24,Right,71.5,22.0,50.5,51.333333333333336,73.57142857142857,51.75,10.6
2766,Jown Cardona,67,72,1000000,8400,169,65,25,Right,71.5,48.333333333333336,58.333333333333336,56.666666666666664,70.28571428571429,57.5,10.8
2767,Pleguezuelo,67,74,975000,3000,180,70,23,Right,66.0,66.66666666666667,55.833333333333336,59.333333333333336,67.85714285714286,41.875,11.4
2768,Iván Villar,67,74,825000,3600,189,79,23,Right,19.0,13.333333333333334,34.5,19.333333333333332,39.142857142857146,20.125,65.8
2769,Nuno Valente,67,67,775000,2600,174,67,28,Right,68.5,53.0,61.5,65.33333333333333,69.57142857142857,59.25,11.2
2770,Lynden Gooch,67,72,1000000,4900,173,69,24,Right,70.0,54.666666666666664,59.666666666666664,63.666666666666664,71.28571428571429,57.875,11.8
2771,Keziah Veendorp,67,73,950000,2200,183,77,23,Right,57.0,65.66666666666667,54.666666666666664,56.333333333333336,65.42857142857143,54.5,12.2
2772,Mario Risso,67,67,575000,5300,193,88,32,Right,44.0,63.666666666666664,50.0,44.666666666666664,52.714285714285715,39.25,9.8
2773,Dominic Ball,67,73,950000,3000,185,75,25,Right,57.5,64.66666666666667,63.0,60.0,66.28571428571429,38.75,12.2
2774,Luca Valzania,67,74,1100000,13000,184,77,24,Right,68.5,57.0,62.666666666666664,62.0,63.285714285714285,52.625,7.0
2775,Gu Chao,67,67,550000,3600,196,92,31,Right,16.0,19.0,44.5,20.0,56.57142857142857,20.625,65.2
2776,Jeison Angulo,67,72,900000,1500,182,74,24,Left,66.0,66.0,55.833333333333336,64.33333333333333,72.28571428571429,33.625,11.0
2777,Nordin Jackers,67,74,825000,2700,187,80,23,Right,13.5,15.0,27.0,21.333333333333332,47.0,21.5,65.8
2778,Sun Ke,67,67,750000,5200,180,78,31,Right,65.5,57.666666666666664,63.5,62.333333333333336,69.57142857142857,60.25,10.2
2779,Patrick Berg,67,75,1100000,1500,178,70,22,Right,64.5,58.0,61.666666666666664,63.333333333333336,72.42857142857143,52.5,11.8
2780,Hansel Zapata,67,69,950000,1500,182,77,25,Right,68.0,38.333333333333336,55.5,59.333333333333336,71.57142857142857,52.0,8.6
2781,Thato Mokeke,67,67,,,176,69,30,Left,68.5,66.33333333333333,57.166666666666664,68.66666666666667,69.71428571428571,46.375,12.8
2782,Kasper Fisker,67,67,650000,7100,170,71,32,Left,68.0,46.333333333333336,61.666666666666664,69.66666666666667,76.57142857142857,59.75,9.8
2783,Muzepper Mirahmetjan,67,67,750000,4800,182,73,29,Left,64.0,59.0,63.833333333333336,67.0,68.57142857142857,65.5,11.0
2784,Juan Carlos Pereira,67,67,825000,1800,182,75,27,Right,68.5,55.666666666666664,60.5,60.666666666666664,71.0,54.375,8.8
2785,Rasmus Lindkvist,67,67,625000,3400,183,74,30,Left,62.0,60.666666666666664,59.333333333333336,62.666666666666664,75.57142857142857,56.625,13.4
2786,Ahn Yong Woo,67,67,800000,2200,177,69,29,Right,65.5,33.333333333333336,54.666666666666664,63.666666666666664,71.57142857142857,55.0,12.4
2787,Kim Do Hyeok,67,67,775000,1900,173,71,28,Left,61.0,47.0,66.66666666666667,62.666666666666664,70.71428571428571,56.875,13.4
2788,Ntsikelelo Nyauza,67,67,650000,5500,176,77,30,Right,66.0,69.0,44.333333333333336,60.333333333333336,74.42857142857143,36.5,9.4
2789,Rick Dekker,67,71,900000,3000,173,65,25,Right,65.5,64.33333333333333,66.0,58.333333333333336,68.71428571428571,53.375,10.0
2790,Woo Ju Sung,67,70,850000,2500,184,75,27,Right,58.0,62.0,59.166666666666664,58.0,67.28571428571429,45.125,8.2
2791,Jason Flores,67,75,1100000,1500,167,65,23,Right,69.0,20.666666666666668,49.333333333333336,62.0,71.14285714285714,53.0,11.4
2792,Song Seung Min,67,67,825000,3400,187,77,28,Right,66.5,37.0,63.666666666666664,58.666666666666664,70.85714285714286,59.25,9.2
2793,Luis Tipton,67,67,700000,1500,183,78,28,Left,61.0,61.666666666666664,62.833333333333336,68.66666666666667,70.28571428571429,55.75,13.6
2794,Carlos Ramírez,67,67,575000,1500,183,81,32,Left,53.0,64.33333333333333,61.833333333333336,56.333333333333336,65.42857142857143,59.5,8.6
2795,Liam Kelly,67,71,975000,4200,168,74,24,Right,65.5,58.666666666666664,58.833333333333336,69.66666666666667,64.0,61.375,14.0
2796,Waylon Francis,67,67,650000,2900,175,73,29,Left,59.5,66.0,63.0,61.666666666666664,70.14285714285714,54.625,10.4
2797,Cameron Brannagan,67,74,1100000,3500,180,71,24,Right,63.5,62.333333333333336,65.83333333333333,68.66666666666667,65.0,63.0,9.4
2798,Mate Maleš,67,67,625000,1900,186,74,31,Right,62.5,60.666666666666664,66.5,59.333333333333336,69.57142857142857,57.375,9.8
2799,Abdulmajeed Al Sulayhim,67,70,950000,10500,171,63,26,Right,69.0,61.333333333333336,62.666666666666664,61.0,77.42857142857143,55.5,11.4
2800,Bill Tuiloma,67,72,925000,2400,178,79,25,Right,57.5,66.66666666666667,61.333333333333336,63.333333333333336,63.42857142857143,42.875,11.2
2801,Valmir Sulejmani,67,72,1000000,1500,185,84,24,Right,65.5,37.666666666666664,55.666666666666664,53.0,70.14285714285714,61.75,10.8
2802,Malcolm Cacutalua,67,72,925000,2400,188,81,25,Right,43.0,67.33333333333333,53.666666666666664,48.333333333333336,69.14285714285714,40.875,9.8
2803,Mickaël Malsa,67,73,1000000,2800,178,69,24,Right,62.5,69.0,68.0,65.66666666666667,70.0,50.375,9.2
2804,Luismi,67,67,700000,6100,180,73,28,Right,59.5,66.0,59.833333333333336,56.0,63.42857142857143,37.125,10.6
2805,Moi Delgado,67,70,850000,5800,173,66,26,Left,63.0,63.333333333333336,59.166666666666664,61.333333333333336,73.28571428571429,42.125,9.6
2806,Daniel Hernández,67,67,775000,1500,176,60,29,Left,68.0,28.333333333333332,56.666666666666664,65.66666666666667,64.14285714285714,59.625,8.4
2807,Patrick Olsen,67,70,950000,5100,175,72,26,Right,67.0,46.333333333333336,64.83333333333333,61.333333333333336,64.42857142857143,58.0,11.2
2808,Aarón,67,73,800000,4200,185,71,24,Right,20.5,22.333333333333332,32.5,26.0,47.42857142857143,23.125,65.4
2809,Paweł Bochniewicz,67,73,950000,1900,194,85,24,Left,50.0,67.0,56.666666666666664,52.333333333333336,51.285714285714285,31.5,8.6
2810,Brandon Barker,67,74,1100000,14000,180,68,23,Right,65.5,29.666666666666668,50.166666666666664,59.0,70.42857142857143,51.125,8.2
2811,Sammie Szmodics,67,73,1000000,12000,167,64,24,Right,67.0,46.666666666666664,60.0,57.666666666666664,79.0,59.375,12.4
2812,Raphael Rossi,67,67,675000,9900,189,84,30,Right,48.5,67.0,57.833333333333336,46.0,54.0,38.375,9.2
2813,Salih Dursun,67,68,775000,5600,188,79,29,Right,53.0,65.0,57.833333333333336,59.0,64.57142857142857,44.875,10.4
2814,Mato Miloš,67,70,825000,4000,175,72,27,Right,69.0,62.0,61.5,63.666666666666664,71.0,55.125,11.2
2815,Gaëtan Paquiez,67,70,850000,6700,182,72,26,Left,61.5,65.33333333333333,59.666666666666664,63.0,68.42857142857143,49.25,11.6
2816,Anton Salétros,67,73,925000,1700,183,73,24,Left,61.5,62.0,62.5,65.66666666666667,69.42857142857143,56.5,12.6
2817,Rubén Yáñez,67,72,750000,5200,190,85,26,Right,15.0,13.0,33.0,21.333333333333332,47.285714285714285,21.875,65.2
2818,Fanendo Adi,67,67,800000,3400,193,84,29,Right,64.5,21.666666666666668,57.666666666666664,35.0,61.42857142857143,55.125,12.4
2819,Mattia Montini,67,67,825000,3800,179,75,28,Right,61.5,14.666666666666666,54.833333333333336,53.666666666666664,71.42857142857143,60.875,12.0
2820,Sam Nicholson,67,70,975000,2600,175,71,25,Left,69.0,46.666666666666664,56.666666666666664,57.666666666666664,74.71428571428571,53.5,9.6
2821,Agustín Vuletich,67,67,825000,1500,185,79,28,Right,62.0,23.333333333333332,56.666666666666664,54.0,66.71428571428571,59.25,11.2
2822,Cristián Cuevas,67,72,900000,2300,173,64,25,Left,66.0,65.66666666666667,61.833333333333336,65.33333333333333,74.71428571428571,54.125,9.6
2823,Luca Lezzerini,67,73,800000,1500,195,86,25,Right,19.0,17.333333333333332,35.166666666666664,22.0,45.714285714285715,20.125,65.0
2824,Christian Mafla,67,68,775000,1900,175,73,27,Left,59.5,67.66666666666667,59.0,53.0,70.28571428571429,39.25,10.8
2825,Christian Bravo,67,67,825000,6000,168,64,26,Right,69.0,29.666666666666668,50.333333333333336,57.666666666666664,82.71428571428571,58.75,11.6
2826,Sulayman Marreh,67,73,950000,5600,186,78,24,Right,60.0,66.66666666666667,63.666666666666664,53.333333333333336,57.0,36.25,11.2
2827,Gabadhino Mhango,67,68,900000,6300,162,76,27,Right,68.0,15.333333333333334,50.666666666666664,42.0,71.57142857142857,52.875,10.6
2828,Eliser Quiñones,67,67,725000,1800,173,78,31,Left,65.5,30.666666666666668,60.166666666666664,60.0,73.42857142857143,62.375,10.6
2829,Jonathan Zacaría,67,67,750000,4600,172,76,30,Left,68.0,49.666666666666664,61.833333333333336,66.0,65.14285714285714,61.875,10.2
2830,Ryan Hedges,67,73,1000000,2800,185,70,25,Left,70.0,38.333333333333336,51.666666666666664,61.0,69.57142857142857,54.5,9.8
2831,Peet Bijen,67,72,925000,3000,189,87,25,Right,59.5,66.33333333333333,53.0,50.666666666666664,60.142857142857146,41.0,9.8
2832,Carlos Ross,67,67,775000,6600,176,69,29,Right,66.0,36.0,53.0,61.666666666666664,72.71428571428571,51.75,9.8
2833,Conor Washington,67,67,825000,3500,178,85,28,Right,64.0,33.666666666666664,64.83333333333333,59.0,73.28571428571429,55.875,10.2
2834,Azzeddine Doukha,67,67,475000,5400,186,85,34,Right,19.0,16.333333333333332,31.833333333333332,23.0,45.142857142857146,20.375,65.6
2835,Hideto Takahashi,67,67,575000,2000,184,75,32,Right,58.0,65.0,62.833333333333336,62.0,60.142857142857146,49.375,12.0
2836,Václav Černý,67,73,1000000,5300,182,65,22,Left,73.5,22.0,54.166666666666664,54.0,64.42857142857143,58.0,10.6
2837,Flávio,67,72,900000,5400,191,86,26,Right,43.5,63.666666666666664,53.5,40.333333333333336,54.0,34.25,12.0
2838,Chris Long,67,72,1000000,2800,180,77,25,Right,65.5,23.0,54.5,48.333333333333336,69.0,56.875,9.8
2839,Tuur Dierckx,67,71,1000000,3900,171,68,25,Right,68.5,14.666666666666666,56.166666666666664,59.666666666666664,75.0,58.625,10.6
2840,Sebastian Mrowca,67,70,875000,5400,177,79,26,Right,60.5,64.33333333333333,60.166666666666664,61.333333333333336,76.28571428571429,45.875,11.4
2841,Joni Kauko,67,67,750000,5200,188,85,30,Right,63.5,64.0,68.33333333333333,60.0,70.57142857142857,52.875,9.6
2842,Joost van Aken,67,71,875000,8300,193,75,26,Left,61.0,64.0,58.833333333333336,58.333333333333336,63.857142857142854,39.25,9.4
2843,George Honeyman,67,71,1000000,4600,170,72,26,Right,71.0,66.66666666666667,61.666666666666664,63.0,66.0,56.75,12.0
2844,Duncan Watmore,67,68,900000,4900,175,72,26,Right,63.5,38.666666666666664,52.333333333333336,60.0,72.85714285714286,58.625,11.6
2845,Uche Ikpeazu,67,72,1000000,3100,191,78,25,Right,71.0,22.0,58.166666666666664,47.666666666666664,68.71428571428571,54.5,10.4
2846,Bart Vriends,67,67,675000,3700,188,85,29,Right,48.5,63.0,55.666666666666664,46.0,59.142857142857146,36.25,12.8
2847,Philipp Zulechner,67,67,750000,3500,182,79,30,Right,61.0,25.0,55.0,49.666666666666664,66.71428571428571,60.25,10.2
2848,Mariano Arini,67,67,575000,1600,178,75,33,Right,62.5,57.0,66.5,66.33333333333333,73.71428571428571,50.5,9.8
2849,Nahuel Valentini,67,67,625000,1600,184,82,31,Right,55.0,65.66666666666667,48.333333333333336,48.333333333333336,58.142857142857146,31.75,8.4
2850,Gerardo Navarrete,67,72,1000000,2400,175,70,26,Right,65.0,58.333333333333336,63.0,64.0,65.42857142857143,53.375,9.6
2851,Mohamed El Makrini,67,67,650000,2900,184,74,33,Right,66.0,68.66666666666667,67.5,60.666666666666664,66.71428571428571,45.125,12.2
2852,Xandro Schenk,67,69,825000,3600,188,88,27,Left,61.5,64.66666666666667,55.166666666666664,69.33333333333333,62.857142857142854,44.625,11.4
2853,Liam Donnelly,67,76,1100000,2300,182,76,24,Right,63.0,65.0,62.5,63.666666666666664,67.57142857142857,60.5,15.0
2854,Dino Islamović,67,70,975000,2800,190,87,26,Left,63.0,21.0,58.166666666666664,52.666666666666664,62.42857142857143,65.5,11.4
2855,Cristiano Lombardi,67,72,1000000,12000,180,75,25,Right,73.5,25.333333333333332,50.666666666666664,61.0,65.0,54.125,11.2
2856,Cătălin Țîră,67,71,1000000,3600,190,80,26,Right,64.0,21.0,53.833333333333336,48.0,71.42857142857143,57.125,10.6
2857,Yann Boé-Kane,67,67,675000,2000,185,76,29,Right,60.0,66.0,58.666666666666664,61.666666666666664,64.57142857142857,45.875,9.0
2858,Florian Martin,67,67,725000,3500,180,83,30,Left,69.0,43.333333333333336,59.833333333333336,71.66666666666667,65.85714285714286,70.25,13.4
2859,Jason McCarthy,67,72,900000,4200,186,80,24,Right,63.0,64.33333333333333,61.666666666666664,61.333333333333336,72.85714285714286,53.875,10.2
2860,Luke O'Nien,67,71,875000,4000,174,74,25,Right,62.5,62.666666666666664,60.166666666666664,63.0,73.85714285714286,58.875,11.0
2861,Aurelian Chițu,67,67,775000,3900,184,85,29,Left,66.0,31.0,56.833333333333336,66.66666666666667,70.71428571428571,61.125,10.2
2862,Maxence Derrien,67,71,875000,1800,182,80,27,Right,43.0,70.33333333333333,47.166666666666664,47.0,62.42857142857143,38.125,8.6
2863,Ivan Kecojević,67,67,575000,3000,191,83,32,Right,52.5,64.66666666666667,53.666666666666664,47.666666666666664,61.57142857142857,39.5,11.0
2864,Gaëtan Karlen,67,70,975000,3500,186,79,27,Right,59.5,25.0,60.833333333333336,44.666666666666664,66.28571428571429,61.875,13.8
2865,Tortol Lumanza Lembi,67,70,950000,1700,178,70,26,Right,68.5,61.666666666666664,64.83333333333333,63.666666666666664,70.0,54.25,9.8
2866,Callum Elder,67,72,900000,4200,180,67,25,Left,62.5,65.0,56.166666666666664,59.666666666666664,69.28571428571429,39.25,12.2
2867,Brendan Chardonnet,67,73,950000,5000,181,74,25,Right,52.5,66.33333333333333,51.166666666666664,52.333333333333336,68.28571428571429,43.625,11.6
2868,Jérémy Cordoval,67,67,625000,2400,169,61,30,Right,59.0,66.66666666666667,55.666666666666664,60.333333333333336,74.85714285714286,35.0,11.2
2869,Alhassane Keita,67,67,825000,3000,183,78,28,Right,65.5,19.666666666666668,53.166666666666664,45.666666666666664,72.42857142857143,54.75,11.0
2870,Gastón Gil Romero,67,70,850000,5300,177,77,27,Right,61.5,65.0,63.0,61.333333333333336,69.14285714285714,50.5,10.4
2871,Tim Albutat,67,68,800000,1500,182,80,27,Right,56.5,65.0,63.833333333333336,60.333333333333336,68.28571428571429,48.75,8.4
2872,Lucas Melano,67,68,900000,5200,185,72,27,Right,67.0,29.0,54.333333333333336,61.666666666666664,72.57142857142857,58.375,12.0
2873,Guillermo Sara,67,67,500000,4700,184,82,32,Right,15.0,15.666666666666666,34.666666666666664,22.333333333333332,43.285714285714285,21.5,66.2
2874,Sander Svendsen,67,75,1100000,4400,172,67,23,Right,65.5,35.0,57.666666666666664,61.0,79.14285714285714,62.75,9.0
2875,Mauricio Zenteno,67,67,230000,1500,173,76,36,Right,57.5,68.66666666666667,54.166666666666664,59.666666666666664,62.0,41.625,10.0
2876,Cristian Díaz,67,67,600000,4000,167,63,31,Right,69.5,65.33333333333333,59.833333333333336,60.666666666666664,75.42857142857143,46.375,11.0
2877,Federico Bravo,67,72,925000,4200,185,71,26,Right,60.5,64.33333333333333,64.5,59.0,64.71428571428571,46.375,9.8
2878,Fernando Godoy,67,67,725000,1800,174,71,30,Right,62.5,64.66666666666667,64.66666666666667,65.33333333333333,67.28571428571429,54.625,9.0
2879,Harrison Manzala,67,68,900000,7400,177,71,26,Right,67.5,32.666666666666664,58.333333333333336,60.0,72.85714285714286,61.125,11.8
2880,Caro,67,70,850000,3000,182,70,27,Right,53.0,65.0,56.166666666666664,58.333333333333336,72.57142857142857,46.125,10.6
2881,Bruno Vides,67,68,900000,6300,178,76,27,Right,68.5,35.333333333333336,57.0,50.666666666666664,70.57142857142857,58.125,11.4
2882,Ronald de la Fuente,67,67,650000,5500,175,75,29,Left,67.5,66.0,60.833333333333336,68.0,72.57142857142857,48.25,12.2
2883,Leonardo Povea,67,71,900000,1500,176,73,26,Right,67.0,60.333333333333336,64.66666666666667,64.66666666666667,68.28571428571429,57.125,13.4
2884,Tomás Asta-Buruaga,67,76,1100000,3500,185,71,23,Right,50.0,69.66666666666667,52.0,51.0,63.714285714285715,44.375,13.0
2885,Sebastián Jaime,67,67,600000,1900,179,71,33,Right,61.0,37.0,58.0,58.666666666666664,69.28571428571429,58.625,8.6
2886,Gaspar Iñiguez,67,70,950000,1500,171,76,26,Right,67.5,63.0,63.333333333333336,66.33333333333333,71.57142857142857,52.75,13.4
2887,Nicolás Freire,67,69,825000,6300,186,80,26,Left,49.0,66.66666666666667,51.5,38.0,57.57142857142857,35.25,11.2
2888,Augusto Barrios,67,67,650000,4300,183,78,29,Right,55.5,70.0,55.166666666666664,62.666666666666664,70.14285714285714,47.875,10.2
2889,Cristian Vargas,67,67,550000,1500,185,87,30,Right,16.0,16.666666666666668,31.5,19.0,48.42857142857143,21.75,65.2
2890,Nicolás Palacios,67,68,775000,1500,190,72,28,Right,55.5,68.66666666666667,60.333333333333336,51.333333333333336,57.142857142857146,41.375,10.2
2891,Esteban Carvajal,67,67,625000,1700,172,67,31,Right,69.0,64.33333333333333,60.166666666666664,62.0,65.71428571428571,49.75,11.4
2892,Fernando Battiste,67,67,230000,1500,178,78,36,Left,66.5,64.66666666666667,62.333333333333336,65.66666666666667,66.57142857142857,54.875,9.4
2893,Nicolás Maturana,67,68,900000,6000,163,63,27,Left,68.5,46.333333333333336,55.5,65.0,66.71428571428571,55.25,10.4
2894,Albert Acevedo,67,67,150000,1800,176,74,37,Right,34.0,64.66666666666667,55.833333333333336,41.333333333333336,58.857142857142854,34.0,11.4
2895,Charles Monsalvo,67,67,750000,6600,178,74,30,Right,63.0,18.0,50.333333333333336,51.666666666666664,72.57142857142857,56.0,11.4
2896,Jefferson Cuero,67,67,675000,1500,175,70,32,Left,63.0,38.333333333333336,56.166666666666664,59.333333333333336,77.42857142857143,59.75,10.6
2897,Ricardo Jérez,67,67,400000,1500,193,85,34,Left,17.5,18.333333333333332,34.0,18.0,41.857142857142854,21.625,66.0
2898,Luis Carlos Ruiz,67,67,600000,1700,187,76,33,Right,61.0,25.0,54.666666666666664,47.666666666666664,63.42857142857143,60.0,10.8
2899,Maicol Balanta,67,67,750000,1700,178,77,30,Right,67.0,36.333333333333336,54.333333333333336,61.333333333333336,71.14285714285714,53.125,11.2
2900,Francisco Rodríguez,67,67,500000,1500,186,78,33,Right,49.5,67.0,58.666666666666664,57.333333333333336,56.285714285714285,42.125,10.8
2901,Camilo Rodríguez,67,72,900000,1500,170,70,25,Right,68.0,66.66666666666667,60.333333333333336,65.0,71.57142857142857,41.0,12.6
2902,Manuel Palacios,67,67,825000,3100,180,83,27,Right,65.0,53.0,46.333333333333336,59.333333333333336,81.71428571428571,50.25,10.0
2903,Ray Vanegas,67,67,825000,1500,176,72,27,Right,68.0,28.666666666666668,55.666666666666664,54.666666666666664,77.57142857142857,57.375,9.8
2904,Carlos Robles,67,70,825000,1500,171,70,28,Right,57.0,65.33333333333333,57.333333333333336,59.666666666666664,63.142857142857146,46.875,10.2
2905,César Arias,67,67,675000,1500,175,77,32,Right,64.5,31.0,52.333333333333336,51.666666666666664,67.71428571428571,66.5,11.2
2906,Alcatraz,67,67,475000,1500,180,75,33,Right,66.0,63.666666666666664,61.333333333333336,68.33333333333333,71.71428571428571,64.75,8.8
2907,Johan Wallens,67,71,725000,1500,190,75,28,Right,17.5,14.333333333333334,29.166666666666668,20.666666666666668,45.714285714285715,21.75,67.0
2908,Dennis Erdmann,67,67,675000,1500,188,86,29,Right,49.5,65.0,58.666666666666664,51.333333333333336,63.857142857142854,44.5,9.6
2909,Luis Cabrera,67,69,925000,2300,168,70,26,Right,70.0,65.33333333333333,58.0,60.666666666666664,68.42857142857143,47.375,11.4
2910,Petteri Forsell,67,67,800000,2800,168,72,29,Right,68.5,50.333333333333336,56.833333333333336,69.0,65.71428571428571,66.75,12.6
2911,Alejandro Sánchez,67,67,475000,3500,188,88,33,Left,20.0,17.666666666666668,29.166666666666668,22.0,33.0,21.25,66.2
2912,João Pedro,67,68,875000,2900,177,69,27,Right,66.0,67.0,64.33333333333333,63.0,69.71428571428571,58.25,11.8
2913,Jeppe Højbjerg,67,73,800000,3000,194,97,25,Left,19.5,17.333333333333332,35.666666666666664,30.0,47.57142857142857,20.25,67.0
2914,Kasper Pedersen,67,70,850000,4900,185,75,27,Right,50.5,65.66666666666667,54.833333333333336,48.666666666666664,66.28571428571429,40.25,9.6
2915,Rubén González,67,70,950000,15500,175,78,26,Right,67.0,64.0,64.83333333333333,65.33333333333333,65.71428571428571,47.0,12.0
2916,Sascha Horvath,67,72,1000000,6000,166,67,24,Right,69.0,48.666666666666664,56.666666666666664,61.333333333333336,75.57142857142857,54.625,12.6
2917,Joo Min Kyu,67,67,750000,2800,183,79,30,Right,64.0,43.333333333333336,63.0,50.666666666666664,71.0,61.75,12.6
2918,Jamie Allen,67,71,975000,3500,171,72,25,Right,64.0,64.33333333333333,64.5,67.66666666666667,75.57142857142857,50.75,9.8
2919,Godsway Donyoh,67,72,1000000,4300,179,71,25,Left,69.5,24.333333333333332,50.166666666666664,57.333333333333336,78.28571428571429,60.5,10.2
2920,Callum Camps,67,74,1100000,2000,180,75,24,Right,67.0,59.333333333333336,60.833333333333336,63.666666666666664,68.42857142857143,60.875,11.0
2921,Yuji Ono,67,68,900000,4500,170,69,27,Right,68.0,36.0,58.833333333333336,62.0,73.14285714285714,60.375,11.4
2922,Kekuta Manneh,67,69,950000,2900,175,64,25,Right,65.5,32.0,55.333333333333336,57.666666666666664,75.71428571428571,60.875,10.6
2923,Tiago Casasola,67,73,1000000,12000,188,84,25,Right,67.0,68.66666666666667,65.5,68.0,67.71428571428571,44.875,12.2
2924,Paweł Cibicki,67,69,950000,2800,182,66,26,Right,67.0,29.0,58.5,61.0,72.57142857142857,63.625,8.2
2925,Jérôme Mombris,67,67,550000,2500,187,68,32,Left,59.5,65.0,53.0,60.0,73.71428571428571,39.125,10.8
2926,Badra Ali Sangaré,67,67,,,181,78,34,Right,18.5,18.666666666666668,34.333333333333336,23.0,48.57142857142857,20.875,66.4
2927,Sullay Kaikai,67,73,1000000,3500,182,70,25,Right,70.5,24.333333333333332,50.833333333333336,62.0,69.0,61.75,12.2
2928,Lim Chai Min,67,68,750000,2100,188,82,29,Right,41.0,63.666666666666664,55.0,39.333333333333336,64.28571428571429,32.75,8.6
2929,Felix Lohkemper,67,71,1000000,4900,179,76,25,Right,69.0,24.333333333333332,51.166666666666664,52.666666666666664,75.14285714285714,57.125,12.0
2930,Sebastián Rincón,67,67,825000,3600,185,81,26,Right,67.5,24.666666666666668,57.333333333333336,60.666666666666664,68.85714285714286,58.625,9.4
2931,Alejandro Meleán,67,67,500000,5300,183,77,33,Right,49.0,64.66666666666667,59.833333333333336,55.333333333333336,58.285714285714285,49.875,10.8
2932,Andrew Nabbout,67,67,825000,3900,178,83,27,Right,67.5,30.0,57.0,59.333333333333336,73.0,57.875,10.8
2933,Ulrik Yttergård Jenssen,67,76,1100000,3500,186,82,24,Left,63.5,66.0,60.166666666666664,64.0,65.71428571428571,53.625,10.4
2934,Kearyn Baccus,67,68,775000,5300,180,75,29,Right,61.0,63.666666666666664,62.666666666666664,62.0,69.85714285714286,49.125,11.6
2935,Robin Yalçın,67,71,900000,4500,183,77,26,Right,68.5,64.66666666666667,61.0,64.0,66.28571428571429,48.125,11.2
2936,Maximilian Thiel,67,67,825000,5300,187,81,27,Left,70.5,27.0,53.833333333333336,61.666666666666664,66.85714285714286,61.625,11.2
2937,Dominic Gape,67,71,900000,2500,175,70,26,Right,63.0,64.0,64.16666666666667,64.66666666666667,72.57142857142857,54.125,12.2
2938,Joan Oumari,67,67,625000,3700,187,80,32,Left,49.5,64.66666666666667,49.5,51.0,64.57142857142857,39.625,9.8
2939,Philipp Klewin,67,72,750000,4000,192,86,26,Right,18.0,19.0,27.833333333333332,19.333333333333332,46.0,20.75,65.0
2940,Marc Lorenz,67,67,725000,5400,182,75,32,Left,64.0,49.0,61.5,69.66666666666667,70.42857142857143,60.25,8.8
2941,Tim Knipping,67,69,825000,4500,191,90,27,Left,48.0,66.0,53.333333333333336,45.0,61.57142857142857,37.0,10.4
2942,Cassiano,67,67,725000,2800,184,75,31,Right,62.0,19.666666666666668,53.333333333333336,49.666666666666664,60.57142857142857,61.25,9.8
2943,Ousmane Viera,67,67,500000,3200,185,79,33,Right,38.0,62.333333333333336,59.5,46.333333333333336,56.714285714285715,46.125,11.2
2944,Luca Ghiringhelli,67,67,675000,1500,182,76,28,Right,63.0,65.66666666666667,60.0,60.0,69.85714285714286,47.0,11.2
2945,Julien Fabri,67,71,725000,1700,184,80,26,Right,20.0,15.0,34.5,22.333333333333332,48.285714285714285,20.375,65.8
2946,Laurențiu Brănescu,67,72,750000,2000,194,86,26,Right,17.5,14.666666666666666,41.333333333333336,19.333333333333332,56.0,18.25,64.6
2947,Ribair Rodríguez,67,67,575000,5300,182,87,32,Right,60.5,64.0,62.666666666666664,60.666666666666664,69.0,52.75,9.2
2948,Pinillos,67,68,775000,4600,183,74,27,Left,65.5,66.66666666666667,63.166666666666664,63.666666666666664,69.14285714285714,50.125,10.8
2949,Jack Whatmough,67,76,1100000,3800,190,78,24,Right,48.5,66.33333333333333,54.166666666666664,49.0,69.71428571428571,31.375,12.6
2950,Andrés Prieto,67,71,725000,6100,194,91,26,Right,17.0,14.333333333333334,31.833333333333332,23.333333333333332,44.857142857142854,21.875,67.0
2951,Dario Del Fabro,67,71,900000,2300,189,81,25,Right,45.0,67.33333333333333,49.833333333333336,40.0,68.85714285714286,37.25,3.0
2952,Luis Valcarce,67,68,775000,3200,173,70,27,Left,65.0,58.666666666666664,59.0,64.0,77.0,55.5,9.8
2953,Mohammed Salem,67,67,350000,9900,178,82,35,Right,44.5,65.0,55.0,44.666666666666664,68.57142857142857,37.5,11.2
2954,Leandrinho,67,70,950000,2400,178,70,26,Right,71.0,55.0,63.166666666666664,67.66666666666667,64.42857142857143,60.125,11.0
2955,Melker Hallberg,67,74,975000,2500,180,68,24,Right,65.5,61.333333333333336,65.0,64.33333333333333,68.14285714285714,61.5,9.0
2956,Frederik Holst,67,69,825000,1700,175,71,25,Right,65.0,61.666666666666664,60.833333333333336,67.0,71.71428571428571,53.125,12.0
